author,date,journal,link,section,summary,title
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954738.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=Singer+Gwen+Stefani+leaves+no+doubt+she+likes+high-top...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Singer Gwen Stefani leaves no doubt she likes...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Singer Gwen Stefani leaves no doubt she likes high-top...[Derived headline; Caption text only]
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954883.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=Cartel+expert+blasts+Penn,Page Six,"BEST-selling novelist Don Winslow - who's written about Mexico's drug war in ""The Cartel,"" being made into a film by Ridley Scott - has slammed Sean Penn's interview with drug lord Joaquin ""El Chapo"" Guzman as ""horribly misguided."" ""Penn has a reputation of not shying away from controversy . . . I was hoping that he would ask Guzman questions that would matter,"" Winslow writes in a column for Hollywood blog Deadline.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Cartel expert blasts Penn
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954633.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=Celeb+support+for+chef,Page Six,Maggie Gyllenhaal was the first to arrive at the opening of Noah Tepperberg's...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Celeb support for chef
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954584.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=The+only+role+for+Bo,Page Six,"NEW York private eye turned Hollywood actor Bo Dietl is booking more roles after his appearance in Martin Scorsese's HBO series ""Vinyl."" Spies said Dietl could pop up next in a biopic of Gregory Scarpa, the Colombo crime family enforcer, starring Sylvester Stallone and written by ""Goodfellas"" scribe Nicholas Pileggi.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",The only role for Bo
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954584.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=The+only+role+for+Bo,Page Six,"NEW York private eye turned Hollywood actor Bo Dietl is booking more roles after his appearance in Martin Scorsese's HBO series ""Vinyl."" Spies said Dietl could pop up next in a biopic of Gregory Scarpa, the Colombo crime family enforcer, starring Sylvester Stallone and written by ""Goodfellas"" scribe Nicholas Pileggi.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",The only role for Bo
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954625.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Where+did+St.+Nick%27s+hat+go%3F+A+capless+Billy+Bob+Thornton...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Where did St. Nick's hat go?Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Where did St. Nick's hat go? A capless Billy Bob Thornton...[Derived headline; Caption text only]
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954728.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Perry+%27sorry%27+to+Gaga,Page Six,"LADY Gaga is quietly mourning David Bowie and will pay tribute to him at the Grammy Awards, sources exclusively tell Page Six. ""There's been discussions about a Bowie tribute, but nothing is confirmed yet,"" said a source close to Gaga.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Perry 'sorry' to Gaga
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954867.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Seymour+in+DUI+bust,Page Six,"Stephanie Seymour was arrested for driving under the influence in Greenwich, Conn., on Friday.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Seymour in DUI bust
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954637.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Singer+Mariah+Carey+goes+under+cover+with+a+hat+and...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Singer Mariah Carey goes under cover with...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Singer Mariah Carey goes under cover with a hat and...[Derived headline; Caption text only]
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954775.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=The+two+faces+of+Liza,Page Six,"Barry Avrich - the documentary director who's profiled Harvey Weinstein, Lew Wasserman and Bob Guccione - has written an upcoming tell-all, ""Moguls, Monsters and Madmen: An Uncensored Life in Show Business."" In the book, out in May from ECW Press, he recalls a truly unusual meeting with Liza Minnelli for a video to benefit AIDS research. ""I knocked on her door and a woman answered,"" Avrich writes. ""She was...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",The two faces of Liza
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954651.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Can+take+a+punch,Page Six,"Creed"" star Michael B. Jordan (above) can't stop hanging out at boxing gyms after starring in the ""Rocky"" movie.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Can take a punch
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954583.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Lust+in+Bloom+at+awards,Page Six,"Orlando Bloom was frisky at the Critics' Choice Awards. The ""Pirates of the Caribbean"" star showed up holding hands with a lady friend, but flirted with a few others at comic Ken Jeong's table, spies said, including his ""Lord of the Rings"" co-star Liv Tyler. Jeong, the star of the ""Hangover"" films as well as TV series ""Dr.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Lust in Bloom at awards
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954591.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Driver+saves+day,Page Six,A Brooklyn bus driver made sure Chris Hayes could play afternoon hoops.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Driver saves day
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954638.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Innocent+smooch%3F,Page Six,"LEO DiCaprio and Rihanna were spotted kissing in a Paris nightclub over the weekend, but sources close to the stars insist they're ""just friends."" Spies said DiCaprio was at club L'Etoile, wearing his signature cap and leaning...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Innocent smooch?
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954638.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Innocent+smooch%3F,Page Six,"LEO DiCaprio and Rihanna were spotted kissing in a Paris nightclub over the weekend, but sources close to the stars insist they're ""just friends."" Spies said DiCaprio was at club L'Etoile, wearing his signature cap and leaning...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Innocent smooch?
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954591.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Driver+saves+day,Page Six,A Brooklyn bus driver made sure Chris Hayes could play afternoon hoops.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Driver saves day
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954858.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=12&desc=Suri%27s+spicy+tastes,Page Six,"Katie Holmes (above) had dinner with daughter Suri, 9, in Las Vegas on Saturday night, and no kids' menu was needed.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Suri's spicy tastes
Julia Marsh,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954703.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Marsh%2C+Julia&pub=New+York+Post&edition=&startpage=10&desc=Warehouse-blaze+lawsuit,News,"""We walked out with nothing, zero,"" said Norman Brodsky, who is now suing CitiStorage, the company he founded, for $3 million over the blaze.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Warehouse-blaze lawsuit
"Kenneth Garger,Dana Sauchelli,Chris Perez",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954837.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Garger%2C+Kenneth%7C%7C%7C%7C%7C%7CSauchelli%2C+Dana%7C%7C%7C%7C%7C%7CPerez%2C+Chris&pub=New+York+Post&edition=&startpage=10&desc=Prof+fatally+hit+by+biker,News,"Tom McAnulty, 73, was crossing West 96th Street at Amsterdam Avenue on Thursday night when he was hit by the unidentified rider of a 1999 Ducati sport bike at around 5 p.m., according to police.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Prof fatally hit by biker
Selim Algar,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954733.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Algar%2C+Selim&pub=New+York+Post&edition=&startpage=10&desc=Bigmouth+Bonanno+jailed,News,"Ronald Giallanzo - whose ""Death Before Dishonor"" tattoo was shown to jurors at his uncle's trial last year - was tossed in jail last week after violating his supervised release by yapping with known hoodlums, The Post...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Bigmouth Bonanno jailed
"Dana Sauchelli,Tina Moore",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954868.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Sauchelli%2C+Dana%7C%7C%7C%7C%7C%7CMoore%2C+Tina&pub=New+York+Post&edition=&startpage=10&desc=Canal+splash+crash+%27Hit-run%27+driver+flees+into+Gowanus,News,"""What caught my attention was the speed of the car. It was going around 70, 80 mph,"" said Maurice Deas, 36, who was working on the set of the TV show ""The Americans"" when he saw [Matthew Murphy] barreling down the street. ""He flew right past me, went through the stop sign."" ""I went over to him. I kept asking, 'Are you OK?' He was like, 'I'm good, I'm good.' He was a little out of it. He kept saying he was an Iraqi war veteran,"" said Deas. ""He was a little delirious. He kept saying the ice made him slip. He was trying to stop."" ""He was trying to evade police after an accident. He wasn't familiar with the area, and that's how this whole thing happened,"" a police source said. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Canal splash crash 'Hit-run' driver flees into Gowanus
Danika Fears,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954608.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Fears%2C+Danika&pub=New+York+Post&edition=&startpage=9&desc=Jacko+kid+a+puff+baddy,News,"Beneath a photo of herself in a hairdresser's chair, she added a shot of [Joe Pesci] in the movie ""Moonwalker,"" which also stars her late dad. The teen once extolled the virtues of avoiding tobacco, tweeting in 2012: ""#ShoutOutToTheGirlsThat are clean. No smoking/drinking/stealing/etc,"" according to the Daily Mail.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Jacko kid a puff baddy
Julia Marsh,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954736.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Marsh%2C+Julia&pub=New+York+Post&edition=&startpage=9&desc=Fighting+mad+over+%27Sex%27+pad,News,"""Sex and the City"" and ""Modern Family"" executive producer Cindy Chupack has cast herself as a drama queen in a $100,000 legal battle over a Greenwich Village town house, according to the building's owner.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Fighting mad over 'Sex' pad
"Larry Celona,Shawn Cohen,Daniel Prendergast",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954715.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Celona%2C+Larry%7C%7C%7C%7C%7C%7CCohen%2C+Shawn%7C%7C%7C%7C%7C%7CPrendergast%2C+Daniel&pub=New+York+Post&edition=&startpage=9&desc=Cop%27s+thug+scare+%27Shoot+him%21%27,News,"""I heard gunshots and I heard somebody saying, ""Call the police! Please! I'm a police officer!' "" said Doris Green, 57.  ""It was scary because I didn't want to look out the window and see something had happened,"" she added. ""I couldn't live with that."" ""The guy he shot was screaming,"" said the man, 44, who gave only his first name, Ricky. ""I wasn't shocked. I'm used to seeing stuff like that around here. I didn't expect it right outside my door, though."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Cop's thug scare 'Shoot him!'
"Larry Celona,Shawn Cohen,Daniel Prendergast",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954715.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Celona%2C+Larry%7C%7C%7C%7C%7C%7CCohen%2C+Shawn%7C%7C%7C%7C%7C%7CPrendergast%2C+Daniel&pub=New+York+Post&edition=&startpage=9&desc=Cop%27s+thug+scare+%27Shoot+him%21%27,News,"""I heard gunshots and I heard somebody saying, ""Call the police! Please! I'm a police officer!' "" said Doris Green, 57.  ""It was scary because I didn't want to look out the window and see something had happened,"" she added. ""I couldn't live with that."" ""The guy he shot was screaming,"" said the man, 44, who gave only his first name, Ricky. ""I wasn't shocked. I'm used to seeing stuff like that around here. I didn't expect it right outside my door, though."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Cop's thug scare 'Shoot him!'
Kyle Smith,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954759.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Smith%2C+Kyle&pub=New+York+Post&edition=&startpage=8&desc=Anti-NY+Cruzader+uses+Blas+as+ammo,News,"""Well I think he's a smart guy that knows what's going on, really big league. And I think he's not going to want to destroy New York,"" [Donald Trump] is heard saying of de [Bill de Blasio] in the radio spot paid for by the Cruz-backing Courageous Conservatives PAC.  Two months ago, Trump blasted de Blasio as the ""worst mayor in the US"" after Hizzoner called Trump a ""blowhard"" for backing mosque surveillance.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Anti-NY Cruzader uses Blas as ammo
David K Li,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954729.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Li%2C+David+K&pub=New+York+Post&edition=&startpage=8&desc=Brits+mull+ban+on+The+Donald,News,The House of Commons' Petition Committee took up the proposed [Donald Trump] ban after more than a half-million Britons signed an online petition demanding he be barred from entering...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Brits mull ban on The Donald
Geoff Earle,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954709.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Earle%2C+Geoff&pub=New+York+Post&edition=&startpage=8&desc=%27Christianity+under+siege%27+Trump%27s+old-time+religion+on+campus,News,"""We're going to protect Christianity,"" he said. ""If you look at what's going on throughout the world . . . Christianity is under siege."" He was met by some snickers from the crowd - and mocked by Ted Cruz's campaign - for saying ""Two Corinthians"" instead of ""Second Corinthians."" ""Like Mr. [Donald Trump], Dad would speak his mind,"" [Jerry Falwell Jr.] said, going on to call Trump a ""breath of fresh air"" and comparing him with both Martin Luther King Jr. and Jesus Christ. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'Christianity under siege' Trump's old-time religion on campus
Geoff Earle,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954842.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Earle%2C+Geoff&pub=New+York+Post&edition=&startpage=8&desc=Dems%2C+GOP+both+take+bank+shots,News,"[Hillary Clinton] cleared $675,000 for three Goldman speeches in 2013 alone, while the firm and its employees contributed a total of $472,500 to Hillary Clinton's two presidential runs, according to the Center for Responsive Politics - including $65,000 this round. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Dems, GOP both take bank shots"
Danika Fears,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954890.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Fears%2C+Danika&pub=New+York+Post&edition=&startpage=7&desc=US+diplo+in+swipe+at+Israel,News,"""Too much Israeli vigilantism in the West Bank goes on unchecked,"" Daniel Shapiro said in a speech at the Institute for National Security Studies conference in Tel Aviv.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",US diplo in swipe at Israel
"Reuven fenton,Lorena Mongelli,Bob Fredericks",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954601.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=fenton%2C+Reuven%7C%7C%7C%7C%7C%7CMongelli%2C+Lorena%7C%7C%7C%7C%7C%7CFredericks%2C+Bob&pub=New+York+Post&edition=&startpage=7&desc=Horse+sense+is+pedi-cure,News,"""[Uber] has destroyed the streets. We only get the leftovers. Basically, this will put the pedicab industry out of business. A few may be able to survive in Midtown,"" [Laramie Flick] said. ""But between Uber and the ban, that will be the end of pedicabs in New York."" ""I'm in shock at the moment. It's pointless and stupid. I'm utterly flabbergasted that the mayor would go from banning the horses to destroying pedicabs,"" he said. ""I find them annoying,"" said Heather Baisley, 22, an actress from Brooklyn. ""I'm for the ban but I don't want more [pedicabs] in Times Square or around museums. We don't need them."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Horse sense is pedi-cure
"Lorena Mongelli,Lia Eustachewich",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954797.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Mongelli%2C+Lorena%7C%7C%7C%7C%7C%7CEustachewich%2C+Lia&pub=New+York+Post&edition=&startpage=6&desc=Avoid+the+%27sicken%27+parm,News,"""They ruined my entire birthday weekend. I'm sick as a dog,"" she said Monday. The manager said they're taking the complaints ""very seriously"" and are cooperating with the city's investigation.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Avoid the 'sicken' parm
"Sophia Rosenbaum,Bob Fredericks",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954582.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Rosenbaum%2C+Sophia%7C%7C%7C%7C%7C%7CFredericks%2C+Bob&pub=New+York+Post&edition=&startpage=6&desc=Fatal+love+triangle+at+NY+college+Ex+kills+co-ed+%26amp%3B+beau+in+slay-suicide,News,"[Colin Kingston], a former Geneseo student who had recently broken up with [Kelsey Annese], had bought a ""large knife"" at a nearby store and arrived at the home between 5:30 a.m. and 6:21 a.m., Geneseo police spokesman Jeffrey Szczesniak said. ""We believe that this is a situation where Mr. Kingston and Ms. Annese had been in a long relationship and recently had broken up,"" Szczensiak said. ""We believe Mr. Kingston was distraught over the breakup."" Shock: [Matthew Hutchinson] (above) and Kelsey Annese were slain by her ex, Colin Kingston (with Annese at right). [Photos: Facebook]Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Fatal love triangle at NY college Ex kills co-ed & beau in slay-suicide
"David K Li,Chris Perez,Hardeep Phull",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954885.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Li%2C+David+K%7C%7C%7C%7C%7C%7CPerez%2C+Chris%7C%7C%7C%7C%7C%7CPhull%2C+Hardeep&pub=New+York+Post&edition=&startpage=4&desc=Obituary+Eagle+has+landed+in+Heaven+Rocker+Glenn+Frey+dies+in+NYC+at+67,News,"He also sang lead on ""Peaceful Easy Feeling,"" ""Already Gone,"" ""New Kid in Town"" and ""Heartache Tonight.""  Born in Detroit and raised in the Motown suburbs, [Glenn Frey] also enjoyed a hit-filled solo career in the 1980s, with hit songs for movies and TV. They included blockbusters such as ""The Heat Is On"" for the movie ""Beverly Hills Cop"" and ""Smuggler's Blues"" for ""Miami Vice.""  ""Thank you Glenn for making this world a better place,"" tweeted ""Miami Vice"" co-star Edward James Olmos. ""Your gift gave us hope, soul and a reason to live .Thank you. You and David left to soon."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Obituary Eagle has landed in Heaven Rocker Glenn Frey dies in NYC at 67
Michael Gartland,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954783.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Gartland%2C+Michael&pub=New+York+Post&edition=&startpage=4&desc=%27Slummy%27+bldg.+big+%5BExclusive%5D,News,"""He's a slumlord,"" charged Peggy Wiltrout, who has lived in one of Brodsky's Upper West Side buildings since 1976. ""He's not going to do anything if he doesn't have to."" A building at 160 W. 71st St. got slapped with a Nov. 3 stop-work order for ""an asbestos project"" that ""poses a threat to human safety,"" according to the city Department of Environmental Protection . The order was lifted once the contractor accounted for materials potentially containing asbestos. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'Slummy' bldg. big [Exclusive]
"Todd Venezia,Jamie Schram",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954781.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Venezia%2C+Todd%7C%7C%7C%7C%7C%7CSchram%2C+Jamie&pub=New+York+Post&edition=&startpage=4&desc=Zealot+hand-chop,News,"Anwar Ali was humiliated during a prayer session when the imam, Shabir Ahmad, asked the congregation if anyone did not love Allah, sources told The Post ""We are lucky that we have this son who loves Prophet Muhammad that much,"" Ali's father told The New York Times.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Zealot hand-chop
,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954755.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=&pub=New+York+Post&edition=&startpage=4&desc=Teen+severs+hand,News,"The boy only had it in the air for a moment, before he realized his mistake, but the imam screamed, ""Blasphemer!"" and drove the teen and his family from the mosque in Lahore.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Teen severs hand
"David K Li,Chris Perez,Hardeep Phull",2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954885.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Li%2C+David+K%7C%7C%7C%7C%7C%7CPerez%2C+Chris%7C%7C%7C%7C%7C%7CPhull%2C+Hardeep&pub=New+York+Post&edition=&startpage=4&desc=Obituary+Eagle+has+landed+in+Heaven+Rocker+Glenn+Frey+dies+in+NYC+at+67,News,"He also sang lead on ""Peaceful Easy Feeling,"" ""Already Gone,"" ""New Kid in Town"" and ""Heartache Tonight.""  Born in Detroit and raised in the Motown suburbs, [Glenn Frey] also enjoyed a hit-filled solo career in the 1980s, with hit songs for movies and TV. They included blockbusters such as ""The Heat Is On"" for the movie ""Beverly Hills Cop"" and ""Smuggler's Blues"" for ""Miami Vice.""  ""Thank you Glenn for making this world a better place,"" tweeted ""Miami Vice"" co-star Edward James Olmos. ""Your gift gave us hope, soul and a reason to live .Thank you. You and David left to soon."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Obituary Eagle has landed in Heaven Rocker Glenn Frey dies in NYC at 67
Andrea Morabito,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954554.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Morabito%2C+Andrea&pub=New+York+Post&edition=&startpage=3&desc=Many+grads+think+she%27s+Justice+Judy,News,"Nearly 10 percent of college graduates in the United States think that TV host Judith ""Judge Judy"" Sheindlin sits on the Supreme Court, according to a recent study. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Many grads think she's Justice Judy
Danika Fears,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954549.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Fears%2C+Danika&pub=New+York+Post&edition=&startpage=3&desc=Cigahnold+fired+up+to+fire+people,News,"[Arnold Schwarzenegger] has been unabashed about his cigar-smoking habit - and even created a ""smoking tent"" in the courtyard of the California State Capitol when he was governor.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Cigahnold fired up to fire people
Sophia Rosenbaum,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954889.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Rosenbaum%2C+Sophia&pub=New+York+Post&edition=&startpage=3&desc=Back+in+bliz-ness+Foot+of+snow+set+to+bury+city+on+weekend,News,"""If it reaches its full potential, it would be a bad storm,"" said AccuWeather senior meteorologist Tom Kines. ""I don't know if there would be 18 inches out of it, but I guess it could certainly be a foot."" ""Bartender at my favorite sushi spot is serving free hot tea as a reward for braving the NYC cold on MLK day,"" tweeted @MLGPuckett.  ""You know it's cold in NYC when the steps in Duffy Square @TimesSquareNYC are nearly empty,"" @adallos wrote along with a photo of just a few theatergoers braving the cold at the TKTS line. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Back in bliz-ness Foot of snow set to bury city on weekend
Bruce Golding,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954572.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Golding%2C+Bruce&pub=New+York+Post&edition=&startpage=2&desc=Prisoners+in+Iran+swap+recover+and+celebrate,News,Two of the freed men - Washington Post reporter Jason Rezaian and ex-US Marine Amir Hekmati - posed for pictures with their relatives at the US military hospital in Landstuhl. Hekmati also posted a message of thanks to President Obama on the Twitter page of Rep. Dan Kildee (D-Mich.) after a brief meeting with the congressman. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Prisoners in Iran swap recover and celebrate
Carl Campanile,2016-01-19,NYP,http://pqasb.pqarchiver.com/nypost/doc/1757954827.html?FMT=ABS&FMTS=ABS:FT&date=Jan+19%2C+2016&author=Campanile%2C+Carl&pub=New+York+Post&edition=&startpage=2&desc=Assembly+boss+pays+lobbyist+4G+a+month,News,"""What's going on here? Is it Speaker [Carl Heastie] or Speaker [Patrick Jenkins]?"" Jenkins, a SUNY Stony Brook roommate of Heastie, said, ""We're doing what's appropriate as advised by JCOPE.""  ""What's going on here? Is it Speaker Heastie or Speaker Jenkins?"" -Lobbyist, on Assembly Speaker Carl Heastie paying Albany lobbyist Patrick Jenkins as a consultant. [Kristy Leibowitz; James Messerschmidt]Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Assembly boss pays lobbyist 4G a month
